event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000012877,2023-08-11 11:54:32,2023-08-11,LN101294,CU901294,DISBURSEMENT,0,25159599.0,422932.86,25159599.0,0.1362,24,0,ACTIVE,APP,BOLIVAR,CONSUMO
EVT000016968,2024-05-27 09:12:16,2024-05-28,LN101709,CU901709,PAYMENT,4,20802371.0,315710.65,0.0,0.2553,36,0,ACTIVE,AGENTE,ATLANTICO,CONSUMO
EVT000017504,2024-08-08 18:39:23,2024-08-08,LN101767,CU901767,PAYMENT,6,25289436.0,1119563.33,18572056.02,0.2427,12,0,ACTIVE,ONLINE,NARINO,VEHICULO
EVT000018429,2025-08-09 23:41:27,2025-08-09,LN101862,CU901862,PAYMENT,2,24510879.0,887784.04,22735310.92,0.1622,12,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000000587,2026-05-31 06:33:23,2026-05-31,LN100059,CU900059,PAYMENT,7,19140486.0,601776.88,14928047.84,0.1144,12,26,DELINQUENT,ONLINE,CALDAS,MICROCREDITO
EVT000017297,2024-04-19 16:46:17,,LN101743,CU901743,PAYMENT,1,5531262.0,66467.33,5464794.67,0.1605,36,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000008636,2024-12-13 17:04:49,2024-12-06,LN100867,CU900867,DISBURSEMENT,0,1332064.0,50000.0,1332064.0,0.3266,36,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000010615,2024-10-20 11:17:16,,LN101067,CU901067,DELINQUENCY,8,9167526.0,97878.62,8384497.04,0.1203,36,45,DELINQUENT,OFFLINE,BOLIVAR,CONSUMO
EVT000007391,2025-10-24 13:33:48,,LN100740,CU900740,PAYMENT,6,9485628.0,136877.61,8664362.34,0.0886,24,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000008382,2025-04-14 04:43:09,2025-04-14,LN100838,CU900838,PAYMENT,4,27624865.0,420588.57,25942510.72,0.1045,24,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000001697,2025-04-14 11:33:47,,LN100170,CU900170,DELINQUENCY,7,9684889.0,437756.98,0.0,0.252,12,23,DELINQUENT,ONLINE,CUNDINAMARCA,CONSUMO
EVT000005050,2024-12-20 08:52:22,2024-12-20,LN100505,CU900505,PAYMENT,2,27043867.0,1271332.19,24501202.62,0.2701,12,0,ACTIVE,OFFLINE,CUNDINAMARCA,LIBRANZA
EVT000017720,2026-06-19 19:24:50,2026-06-20,LN101789,CU901789,PAYMENT,5,1743921.0,50000.0,1493921.0,0.2218,18,0,ACTIVE,APP,BOLIVAR,CONSUMO
EVT000012300,2025-04-04 18:37:14,2025-04-04,LN101237,CU901237,PAYMENT,3,6146420.0,121606.92,5781599.24,0.1957,24,0,ACTIVE,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000005158,2025-09-13 14:38:23,,LN100517,CU900517,PAYMENT,2,11222255.0,266117.07,10690020.86,0.1557,18,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000004959,2025-08-29 02:21:17,2025-08-29,LN100497,CU900497,DISBURSEMENT,4,29724039.0,486879.76,27776519.96,0.1276,24,0,ACTIVE,AGENTE,BOLIVAR,CONSUMO
EVT000012560,2024-10-05 19:29:43,2024-10-06,LN101263,CU901263,PAYMENT,1,13806865.0,490143.71,13316721.29,0.3325,18,0,ACTIVE,ONLINE,SANTANDER,VEHICULO
EVT000010753,2024-06-05 11:21:50,2024-06-06,LN101081,CU901081,PAYMENT,7,3581773.0,124741.21,0.0,0.3224,18,0,ACTIVE,OFFLINE,VALLE,MICROCREDITO
EVT000001255,2026-06-27 03:37:47,,LN100128,CU900128,PAYMENT,6,28198631.0,881301.21,22910823.74,0.2688,18,10,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000013509,2025-12-21 11:58:29,2025-12-22,LN101356,CU901356,PAYMENT,10,23903893.0,357522.56,20328667.4,0.2487,36,302,DELINQUENT,OFFLINE,NARINO,CONSUMO
EVT000014363,2026-04-04 07:01:28,,LN101445,CU901445,PAYMENT,8,24927892.0,1257113.59,14870983.28,0.3043,12,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000008749,2023-12-06 05:23:32,2023-12-06,LN100879,CU900879,PAYMENT,4,16374416.0,213358.64,15520981.44,0.1909,36,3,DELINQUENT,ONLINE,ANTIOQUIA,VEHICULO
EVT000016337,2023-08-02 00:11:47,2023-08-03,LN101644,CU901644,PAYMENT,3,8060922.0,94796.44,7776532.68,0.1528,36,23,DELINQUENT,AGENTE,BOGOTA,CONSUMO
EVT000013363,2026-08-15 12:11:10,2026-08-16,LN101341,CU901341,PAYMENT,10,10866519.0,234771.14,8518807.6,0.2321,24,16,DELINQUENT,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000001086,2024-11-04 19:26:38,2024-11-05,LN100111,CU900111,PAYMENT,1,13391664.0,,13187842.87,0.1044,24,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000000833,2025-07-22 16:27:27,2025-07-23,LN100085,CU900085,PAYMENT,4,7899285.0,330664.07,6576628.72,0.2186,12,28,DELINQUENT,ONLINE,SANTANDER,LIBRANZA
EVT000010841,2024-11-16 03:27:12,2024-11-17,LN101092,CU901092,DISBURSEMENT,0,26717728.0,660640.35,26717728.0,0.1709,18,0,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000018467,2025-02-14 20:49:58,2025-02-14,LN101865,CU901865,PAYMENT,3,19249487.0,819258.17,16791712.49,0.2256,12,32,DELINQUENT,ONLINE,BOGOTA,VEHICULO
EVT000002735,2024-04-02 13:28:03,,LN100272,CU900272,PAYMENT,1,1995768.0,201931.81,1793836.19,0.3059,6,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000014576,2025-08-09 04:40:27,2025-08-10,LN101467,CU901467,CHARGEOFF,0,25654862.0,802740.63,25654862.0,0.1129,12,264,CHARGEOFF,OFFLINE,NARINO,CONSUMO
EVT000012248,2024-12-01 08:04:41,,LN101233,CU901233,DISBURSEMENT,0,21262104.0,751402.76,21262104.0,0.1534,12,0,ACTIVE,OFFLINE,,LIBRANZA
EVT000006517,2025-05-23 18:29:52,2025-05-23,LN100650,CU900650,PAYMENT,7,15797228.0,1577827.13,4752438.09,0.2994,6,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000007407,2023-07-01 05:49:28,2023-07-02,LN100742,CU900742,PAYMENT,3,10548029.0,284480.34,9694587.98,0.3394,24,0,ACTIVE,ONLINE,CALDAS,CONSUMO
EVT000008334,2026-02-14 23:02:56,,LN100834,CU900834,DELINQUENCY,0,9838286.0,87659.13,9838286.0,0.1564,48,47,DELINQUENT,OFFLINE,BOGOTA,MICROCREDITO
EVT000006636,2025-12-28 15:09:44,2025-12-29,LN100663,CU900663,CHARGEOFF,5,8360982.0,333519.57,6693384.15,0.1989,12,256,CHARGEOFF,ONLINE,ANTIOQUIA,CONSUMO
EVT000018992,2025-05-15 19:53:35,2025-05-16,LN101916,CU901916,PAYMENT,1,6867316.0,361358.17,6505957.83,0.3262,12,0,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000006341,2024-09-12 20:09:57,2024-09-13,LN100633,CU900633,PAYMENT,4,24730086.0,770836.78,21646738.88,0.1117,12,0,ACTIVE,APP,VALLE,CONSUMO
EVT000016649,2023-12-11 21:26:38,2023-12-12,LN101676,CU901676,PAYMENT,8,17060860.0,312043.13,14564514.96,0.1658,24,7,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000018900,2025-02-23 13:55:32,2025-02-23,LN101907,CU901907,PAYMENT,1,17104994.0,141458.3,16963535.7,0.1308,48,0,ACTIVE,ONLINE,BOLIVAR,CONSUMO
EVT000001254,2026-06-01 03:15:37,2026-06-02,LN100128,CU900128,PAYMENT,5,28198631.0,881301.21,23792124.95,0.2688,18,13,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000009240,2026-03-24 08:55:35,2026-03-25,LN100928,CU900928,PAYMENT,7,5650201.0,159674.68,4532478.24,0.2239,18,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000001298,2024-11-06 11:37:32,2024-11-07,LN100132,CU900132,DELINQUENCY,0,16463474.0,1310163.26,16463474.0,0.1979,6,35,DELINQUENT,OFFLINE,VALLE,CONSUMO
EVT000009604,2023-05-26 23:16:10,2023-05-26,LN100966,CU900966,PAYMENT,2,11924292.0,209748.3,11504795.4,0.3277,36,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000015669,2024-01-13 09:34:14,2024-01-13,LN101576,CU901576,PAYMENT,8,13014484.0,267838.08,10871779.36,0.1087,18,0,ACTIVE,AGENTE,CUNDINAMARCA,LIBRANZA
EVT000019300,2023-08-20 20:51:19,2023-08-21,LN101947,CU901947,PAYMENT,6,4012241.0,64958.18,3622491.92,0.1238,24,0,ACTIVE,ONLINE,BOGOTA,VEHICULO
EVT000019101,2023-08-02 07:24:57,2023-08-02,LN101927,CU901927,PAYMENT,5,4814422.0,50000.0,4564422.0,0.1751,48,0,ACTIVE,AGENTE,ANTIOQUIA,CONSUMO
EVT000009711,2023-05-30 03:26:53,2023-05-30,LN100976,CU900976,DISBURSEMENT,0,19254341.0,1004884.06,19254341.0,0.3219,12,0,ACTIVE,OFFLINE,BOGOTA,LIBRANZA
EVT000000297,2025-07-16 06:02:33,,LN100031,CU900031,PAYMENT,6,19268265.0,312274.35,17394618.9,0.2862,36,46,DELINQUENT,ONLINE,,VEHICULO
EVT000004765,2023-08-24 20:35:37,2023-08-24,LN100478,CU900478,PAYMENT,8,23452586.0,1026050.64,15244180.88,0.2375,12,0,ACTIVE,ONLINE,NARINO,CONSUMO
EVT000011724,2024-03-19 17:54:40,,LN101178,CU901178,DELINQUENCY,4,29126567.0,360392.72,27684996.12,0.1712,36,111,DELINQUENT,ONLINE,CUNDINAMARCA,MICROCREDITO
EVT000002067,2023-03-12 20:00:10,2023-03-13,LN100205,CU900205,DELINQUENCY,0,25899325.0,550101.66,25899325.0,0.1186,18,23,DELINQUENT,AGENTE,ANTIOQUIA,CONSUMO
EVT000014933,2025-10-28 06:19:52,2025-10-28,LN101502,CU901502,PAYMENT,11,27563177.0,,14286270.28,0.2379,12,0,ACTIVE,OFFLINE,RISARALDA,CONSUMO
EVT000008083,2023-07-06 12:16:38,2023-07-06,LN100811,CU900811,PAYMENT,3,24206684.0,493574.29,22725961.13,0.2078,24,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000006514,2025-02-24 16:33:57,,LN100650,CU900650,PAYMENT,4,15797228.0,1577827.13,9485919.48,0.2994,6,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000011664,2025-03-19 23:39:50,2025-03-19,LN101171,CU901171,PAYMENT,6,16826579.0,883227.13,11527216.22,0.3249,12,0,ACTIVE,APP,NARINO,MICROCREDITO
EVT000018582,2024-02-18 11:36:50,2024-02-19,LN101877,CU901877,PAYMENT,2,8280841.0,271501.17,7737838.66,0.2918,18,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000000992,2025-07-11 00:50:18,2025-07-11,LN100102,CU900102,PAYMENT,2,8605086.0,97323.52,0.0,0.2524,48,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000002675,2025-02-07 04:35:15,,LN100267,CU900267,PAYMENT,4,7592474.0,160087.31,6952124.76,0.2217,24,45,DELINQUENT,AGENTE,ANTIOQUIA,CONSUMO
EVT000006160,2024-10-26 01:20:15,2024-10-27,LN100615,CU900615,PAYMENT,5,5078353.0,74533.29,4705686.55,0.2403,36,0,ACTIVE,AGENTE,BOLIVAR,CONSUMO
EVT000013310,2023-11-07 01:54:25,2023-11-07,LN101337,CU901337,PAYMENT,1,2958873.0,55745.17,2903127.83,0.1768,24,0,ACTIVE,OFFLINE,SANTANDER,LIBRANZA
EVT000017386,2025-07-04 00:55:02,,LN101753,CU901753,DISBURSEMENT,0,12978973.0,629220.61,12978973.0,0.2848,12,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000002827,2025-03-04 09:30:37,2025-03-05,LN100281,CU900281,PAYMENT,6,26935499.0,1202939.39,19717862.66,0.2466,12,0,ACTIVE,ONLINE,BOLIVAR,LIBRANZA
EVT000003443,2025-03-22 21:58:48,2025-03-22,LN100344,CU900344,PAYMENT,2,14275791.0,189011.47,13897768.06,0.1972,36,7,DELINQUENT,ONLINE,CUNDINAMARCA,CONSUMO
EVT000019169,2025-10-06 09:19:32,,LN101934,CU901934,CHARGEOFF,2,19431802.0,254945.24,18921911.52,0.1936,36,241,CHARGEOFF,ONLINE,SANTANDER,VEHICULO
EVT000000241,2024-08-22 19:44:54,,LN100025,CU900025,PAYMENT,2,24903006.0,235001.37,24433003.26,0.0831,36,0,ACTIVE,OFFLINE,VALLE,CONSUMO
EVT000016926,2023-05-07 22:58:17,2023-05-07,LN101705,CU901705,PAYMENT,2,29982096.0,959027.31,28064041.38,0.2798,18,0,ACTIVE,OFFLINE,ANTIOQUIA,LIBRANZA
EVT000000558,2024-01-19 16:21:52,2024-01-20,LN100056,CU900056,PAYMENT,4,8449684.0,419273.32,6772590.72,0.2962,12,146,DELINQUENT,APP,ATLANTICO,VEHICULO
EVT000007343,2026-03-26 04:25:03,2026-03-26,LN100736,CU900736,PAYMENT,3,22458739.0,1077794.88,19225354.36,0.2799,12,0,ACTIVE,OFFLINE,RISARALDA,LIBRANZA
EVT000013734,2026-11-22 04:47:23,2026-11-23,LN101378,CU901378,DISBURSEMENT,11,26561970.0,1272849.6,12560624.4,0.2792,12,23,DELINQUENT,ONLINE,CALDAS,CONSUMO
EVT000017182,2026-02-15 20:17:35,2026-02-16,LN101730,CU901730,DISBURSEMENT,4,12262451.0,179215.72,11545588.12,0.0923,24,23,DELINQUENT,AGENTE,BOGOTA,MICROCREDITO
EVT000004602,2024-07-21 20:48:54,,LN100461,CU900461,PAYMENT,12,1278303.0,50000.0,678303.0,0.2598,18,0,ACTIVE,AGENTE,SANTANDER,VEHICULO
EVT000010904,2024-03-17 15:28:28,,LN101098,CU901098,DELINQUENCY,4,19677458.0,,18250842.28,0.1625,24,41,DELINQUENT,ONLINE,BOGOTA,LIBRANZA
EVT000018803,2023-12-19 16:32:49,2023-12-19,LN101897,CU901897,PAYMENT,6,6772544.0,207713.92,5526260.48,0.1067,12,26,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000019136,2024-01-12 20:23:45,,LN101931,CU901931,DISBURSEMENT,0,1110624.0,50000.0,1110624.0,0.1831,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000017953,2025-05-03 22:51:05,2025-05-04,LN101811,CU901811,PAYMENT,8,13195040.0,646293.06,8024695.52,0.2898,12,160,DELINQUENT,ONLINE,CUNDINAMARCA,VEHICULO
EVT000001004,2024-07-04 00:15:34,2024-07-05,LN100103,CU900103,DELINQUENCY,2,8469312.0,421856.43,7625599.14,0.2981,12,68,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000003260,2023-09-13 04:57:37,2023-09-14,LN100326,CU900326,PAYMENT,3,4717087.0,160286.62,4236227.14,0.1398,12,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000007626,2026-02-18 08:12:35,2026-02-19,LN100764,CU900764,PAYMENT,7,19096534.0,967621.38,12323184.34,0.3067,12,74,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000001203,2024-06-06 12:30:43,2024-06-07,LN100122,CU900122,PAYMENT,5,17787354.0,654574.63,14514480.85,0.168,12,25,DELINQUENT,APP,VALLE,CONSUMO
EVT000003996,2023-12-28 19:45:35,2023-12-28,LN100400,CU900400,PAYMENT,4,23543844.0,806612.1,20317395.6,0.1426,12,0,ACTIVE,OFFLINE,ATLANTICO,LIBRANZA
EVT000016970,2024-07-06 10:49:27,,LN101709,CU901709,PAYMENT,6,20802371.0,315710.65,0.0,0.2553,36,0,ACTIVE,AGENTE,ATLANTICO,CONSUMO
EVT000000516,2024-03-04 12:46:38,,LN100052,CU900052,PAYMENT,2,5158948.0,81545.77,4995856.46,0.2742,36,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000003405,2026-05-22 03:50:30,2026-05-22,LN100340,CU900340,DELINQUENCY,4,5147513.0,128378.97,4633997.12,0.2988,24,35,DELINQUENT,OFFLINE,BOLIVAR,CONSUMO
EVT000019391,2023-09-19 08:53:49,2023-09-19,LN101957,CU901957,DISBURSEMENT,0,23360389.0,252136.47,23360389.0,0.1238,36,0,ACTIVE,OFFLINE,CALDAS,CONSUMO
EVT000019008,2025-04-19 23:10:06,2025-04-19,LN101917,CU901917,PAYMENT,1,16030052.0,140303.03,15889748.97,0.1501,48,44,DELINQUENT,OFFLINE,ATLANTICO,MICROCREDITO
EVT000015539,2026-06-19 19:18:17,,LN101563,CU901563,DISBURSEMENT,9,26336096.0,584836.91,21072563.81,0.1331,18,137,CHARGEOFF,AGENTE,ANTIOQUIA,MICROCREDITO
EVT000011593,2024-12-30 07:38:50,2024-12-31,LN101164,CU901164,DISBURSEMENT,3,14906360.0,734734.48,12702156.56,0.2929,12,0,ACTIVE,APP,BOGOTA,CONSUMO
EVT000016888,2025-03-19 04:31:31,2025-03-20,LN101700,CU901700,DISBURSEMENT,6,10081690.0,217109.19,8779034.86,0.2307,24,180,DELINQUENT,AGENTE,,VEHICULO
EVT000019448,2024-08-27 20:55:40,2024-08-28,LN101962,CU901962,DISBURSEMENT,5,18652714.0,413437.41,16585526.95,0.2433,24,23,DELINQUENT,OFFLINE,CALDAS,MICROCREDITO
EVT000003311,2025-03-17 06:53:54,2025-03-17,LN100331,CU900331,PAYMENT,1,1142889.0,50000.0,1092889.0,0.1247,24,0,ACTIVE,ONLINE,SANTANDER,MICROCREDITO
EVT000005090,2023-10-31 05:23:19,2023-11-01,LN100510,CU900510,DELINQUENCY,1,11358312.0,290469.9,11067842.1,0.1836,18,38,DELINQUENT,OFFLINE,SANTANDER,MICROCREDITO
EVT000008391,2023-06-06 12:13:52,2023-06-06,LN100839,CU900839,DELINQUENCY,0,15508881.0,719456.99,15508881.0,0.2639,12,22,DELINQUENT,APP,CUNDINAMARCA,CONSUMO
EVT000011583,2023-10-06 00:39:35,,LN101163,CU901163,PAYMENT,4,17875789.0,187159.51,17127150.96,0.1141,36,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000016810,2025-03-16 20:55:54,2025-03-17,LN101693,CU901693,PAYMENT,10,20479820.0,452911.22,15950707.8,0.2423,24,19,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000012055,2025-01-21 16:42:44,,LN101211,CU901211,PAYMENT,5,1668299.0,138068.43,977956.85,0.2138,6,12,DELINQUENT,ONLINE,BOGOTA,VEHICULO
EVT000004568,2023-12-02 03:37:22,2023-12-03,LN100458,CU900458,PAYMENT,3,12772435.0,289614.96,11903590.12,0.2535,24,0,ACTIVE,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000012726,2025-04-16 08:38:53,2025-04-17,LN101279,CU901279,DELINQUENCY,7,21934730.0,479931.89,18575206.77,0.1282,18,133,DELINQUENT,OFFLINE,BOGOTA,LIBRANZA
EVT000000938,2026-01-25 00:22:42,,LN100096,CU900096,PAYMENT,5,11844651.0,332992.62,10179687.9,0.2217,18,37,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000013101,2025-08-28 07:40:46,2025-08-28,LN101315,CU901315,PAYMENT,3,10786160.0,234203.49,10083549.53,0.1257,18,10,DELINQUENT,ONLINE,VALLE,MICROCREDITO
EVT000002338,2023-06-15 09:28:03,2023-06-15,LN100233,CU900233,DELINQUENCY,3,14068240.0,284389.47,13215071.59,0.2043,24,26,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000012619,2026-01-24 21:17:12,2026-01-25,LN101269,CU901269,PAYMENT,1,22734869.0,386265.42,22348603.58,0.3097,36,0,ACTIVE,ONLINE,CALDAS,CONSUMO
EVT000007309,2026-03-27 15:46:29,2026-03-28,LN100731,CU900731,PAYMENT,5,19762581.0,193805.04,18793555.8,0.0942,36,16,DELINQUENT,OFFLINE,ANTIOQUIA,VEHICULO
EVT000008331,2024-03-14 07:05:20,,LN100833,CU900833,PAYMENT,5,24064047.0,343995.55,22344069.25,0.0859,24,0,ACTIVE,ONLINE,NARINO,LIBRANZA
EVT000016271,2024-11-02 11:43:58,2024-11-02,LN101638,CU901638,PAYMENT,5,7366903.0,310220.29,5815801.55,0.2211,12,12,DELINQUENT,AGENTE,ATLANTICO,CONSUMO
EVT000007014,2023-03-12 21:28:34,2023-03-13,LN100703,CU900703,DELINQUENCY,0,10164898.0,374881.44,10164898.0,0.1688,12,25,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000009283,2024-02-27 17:53:50,2024-02-28,LN100933,CU900933,PAYMENT,1,14514458.0,249938.97,14264519.03,0.3166,36,0,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000007722,2025-09-03 15:17:49,2025-09-04,LN100773,CU900773,PAYMENT,7,28309934.0,2387093.63,11600278.59,0.2216,6,24,DELINQUENT,ONLINE,BOLIVAR,MICROCREDITO
EVT000015796,2023-05-11 11:19:29,2023-05-12,LN101591,CU901591,PAYMENT,4,19678380.0,789890.17,16518819.32,0.2014,12,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000000702,2024-06-08 12:33:53,2024-06-08,LN100072,CU900072,PAYMENT,5,12907890.0,313726.27,11339258.65,0.2861,24,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000011634,2023-04-10 14:51:22,2023-04-10,LN101168,CU901168,PAYMENT,1,23843093.0,383158.5,23459934.5,0.1214,24,46,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000014496,2024-06-19 15:38:21,2024-06-19,LN101459,CU901459,PAYMENT,5,16202523.0,262642.9,14889308.5,0.1242,24,0,ACTIVE,ONLINE,BOLIVAR,CONSUMO
EVT000001836,2025-04-28 23:13:33,2025-04-29,LN100185,CU900185,DISBURSEMENT,0,20003270.0,1076375.96,20003270.0,0.3381,12,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000016783,2024-06-12 18:12:06,2024-06-12,LN101691,CU901691,PAYMENT,1,10256909.0,530692.47,9726216.53,0.3174,12,0,ACTIVE,APP,CALDAS,LIBRANZA
EVT000008009,2026-03-24 04:00:33,2026-03-24,LN100803,CU900803,PAYMENT,7,21513015.0,338973.41,19140201.13,0.2727,36,349,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000006527,2024-06-11 23:33:43,2024-06-12,LN100651,CU900651,PAYMENT,4,28376858.0,1092509.03,24006821.88,0.185,12,30,DELINQUENT,AGENTE,ANTIOQUIA,VEHICULO
EVT000017973,2025-07-25 10:01:52,2025-07-25,LN101814,CU901814,PAYMENT,1,28470395.0,350470.56,28119924.44,0.1693,36,0,ACTIVE,AGENTE,ATLANTICO,VEHICULO
EVT000009316,2025-02-24 18:36:56,2025-02-25,LN100938,CU900938,PAYMENT,3,27081009.0,504519.2,25567451.4,0.1726,24,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000017355,2025-05-25 23:52:39,2025-05-26,LN101749,CU901749,PAYMENT,7,25270868.0,641248.28,20782130.04,0.3075,24,3,DELINQUENT,ONLINE,NARINO,VEHICULO
EVT000008351,2023-03-17 09:25:26,,LN100836,CU900836,DISBURSEMENT,0,12721291.0,228856.03,12721291.0,0.1598,24,0,ACTIVE,OFFLINE,ATLANTICO,LIBRANZA
EVT000010505,2023-11-23 14:07:31,2023-11-23,LN101055,CU901055,PAYMENT,4,3258848.0,75931.16,2955123.36,0.266,24,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000009373,2025-03-10 08:49:25,2025-03-11,LN100944,CU900944,PAYMENT,2,12961730.0,230200.32,12501329.36,0.1552,24,0,ACTIVE,OFFLINE,SANTANDER,LIBRANZA
EVT000004501,2023-02-08 22:46:11,2023-02-09,LN100450,CU900450,PAYMENT,2,28626832.0,296001.44,28034829.12,0.2136,48,0,ACTIVE,ONLINE,BOLIVAR,CONSUMO
EVT000012905,2024-09-19 18:20:36,2024-09-20,LN101296,CU901296,PAYMENT,4,25466317.0,1339273.61,20109222.56,0.3259,12,52,DELINQUENT,AGENTE,ATLANTICO,LIBRANZA
EVT000019458,2025-09-17 18:32:51,2025-09-17,LN101963,CU901963,PAYMENT,3,28539961.0,1189830.97,24970468.09,0.2169,12,54,DELINQUENT,ONLINE,RISARALDA,CONSUMO
EVT000017273,2023-05-27 12:35:26,2023-05-28,LN101740,CU901740,PAYMENT,5,29460009.0,799348.24,25463267.8,0.207,18,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000008435,2025-10-18 03:39:38,2025-10-18,LN100844,CU900844,DELINQUENCY,5,13278563.0,257604.12,0.0,0.188,24,48,DELINQUENT,ONLINE,VALLE,VEHICULO
EVT000008483,2025-06-20 23:45:37,2025-06-20,LN100851,CU900851,DISBURSEMENT,0,3654205.0,69831.86,3654205.0,0.1822,24,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000002632,2024-09-05 11:15:21,2024-09-05,LN100263,CU900263,PAYMENT,2,8626818.0,304181.6,8018454.8,0.3289,18,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000014550,2025-01-20 17:56:51,2025-01-21,LN101464,CU901464,PAYMENT,1,16998786.0,423156.45,16575629.55,0.1734,18,28,DELINQUENT,ONLINE,BOLIVAR,CONSUMO
EVT000009858,2025-04-19 19:47:58,2025-04-19,LN100990,CU900990,CHARGEOFF,8,17818256.0,676024.63,12410058.96,0.1794,12,335,CHARGEOFF,OFFLINE,VALLE,VEHICULO
EVT000014741,2024-02-05 00:39:41,2024-02-05,LN101482,CU901482,PAYMENT,2,1243110.0,50000.0,1143110.0,0.1379,24,0,ACTIVE,OFFLINE,BOGOTA,MICROCREDITO
EVT000013039,2024-08-17 20:58:04,2024-08-17,LN101309,CU901309,PAYMENT,7,25127228.0,342986.66,22726321.38,0.2095,36,13,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000013527,2024-09-25 23:32:08,2024-09-25,LN101358,CU901358,PAYMENT,11,21062601.0,697312.51,13392163.39,0.2966,18,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000015878,2023-11-11 06:00:11,2023-11-11,LN101598,CU901598,PAYMENT,7,8244103.0,849802.14,2295488.02,0.3154,6,0,ACTIVE,ONLINE,CUNDINAMARCA,MICROCREDITO
EVT000018221,2025-03-25 04:55:25,2025-03-26,LN101840,CU901840,PAYMENT,2,11063661.0,170011.59,10723637.82,0.261,36,0,ACTIVE,ONLINE,BOLIVAR,MICROCREDITO
EVT000002019,2024-07-07 12:33:34,2024-07-07,LN100200,CU900200,DELINQUENCY,10,18041927.0,584197.6,0.0,0.1238,12,41,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000018911,2023-12-03 14:11:06,2023-12-03,LN101908,CU901908,DISBURSEMENT,3,26208124.0,528879.94,24621484.18,0.2036,24,27,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000015641,2025-07-23 20:35:35,2025-07-24,LN101573,CU901573,PAYMENT,6,25032376.0,1270643.41,17408515.54,0.3076,12,0,ACTIVE,APP,VALLE,LIBRANZA
EVT000006998,2023-09-06 14:42:02,2023-09-06,LN100701,CU900701,PAYMENT,1,2788878.0,256855.66,2532022.34,0.2605,6,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
